iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3
27;7;0;13;2;2;16;4;0;8.5;8.5;47.5;0.125;0;0;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.9375;8.1875;6.9375;6.4375;7.5625;5.75;5.0625;6.9375;4.9375;2;22;0;3;0;0;0;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;8;0;15;2;2;16;1;0;8.5;8.5;47.5;0.0625;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.5;6.625;7.4375;7.25;6.375;6.625;4.9375;6.5625;5.0625;2;26;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1875;4;5.3125;5.625;4.3125;4.5625;4.125;2.75;2.5625;1.875;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;9;0;17;2;2;16;9;0;8.5;8.5;47.5;0.125;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.1875;5.75;6.75;6.125;5.75;6.125;3.8125;5.9375;4.6875;1.75;22;0;11;0;0;0;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;10;0;19;2;2;16;15;0;8.5;8.5;47.5;0.125;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.25;6.0625;6.4375;6.875;5.875;6.375;3.6875;5.375;4.3125;2;23;0;1;0;0;0;2;2;4;0;0;0;1;7;2;0;1;5;6;8;7;4;4;2;1;7;8;5;7;7;7;9;6;4;3;2;10;20;20;20;20;10;0;0;0;0;0;0;35;5;15;20;10;15;7;8;9;8;8;0;0;0;0;0;0.25;5.6875;6.625;6.8125;5.75;6.6875;5.75;7.0625;5.3125;1.9375;1;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;20;15;15;20;10;20;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;11;0;21;2;2;16;8;0;8.5;8.5;47.5;0.25;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.8125;7.875;7.25;7.4375;6.5;7.125;4;7;4.6875;1.8125;24;0;1;0;0;0;2;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;12;0;23;2;2;16;18;0;8.5;8.5;47.5;0;0;0.25;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.5625;6.5;7.3125;7.6875;6.75;7;4.75;6.75;4.25;2;27;0;3;0;0;0;4;1;1;0;0;0;1;4;2;0;2;4;1;5;9;5;5;1;2;4;9;6;6;7;5;8;10;9;3;0;50;0;50;0;0;0;0;0;0;0;0;0;95;0;0;5;0;0;7;5;9;9;7;0;0;0;0;0;0;6.25;7.4375;7.8125;6.4375;7.25;5.6875;6.375;4.0625;2;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;75;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;9;9;9;0;0;0;0;0;0;0;0;0;0;50;0;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;10;8;9;0;0;0;0;0
33;13;0;25;2;2;16;19;0;8.5;8.5;47.5;0;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.25;6;7.8125;8.0625;6.8125;6.8125;5.1875;6.3125;4.8125;2;30;0;3;0;0;0;2;4;8;0;0;0;6;6;1;0;6;4;6;10;7;8;6;6;8;6;10;10;8;8;6;6;7;9;4;0;30;20;30;10;0;10;0;0;0;0;0;0;95;1;1;1;1;1;6;8;6;8;8;0;0;0;0;0;0.3125;6.1875;6.875;6.8125;5.4375;6.875;4.9375;5.8125;2.5625;2;1;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;30;0;25;30;0;15;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;7;8;0;0;0;0;0;0;0;0;0;0;30;10;40;5;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;8;7;0;0;0;0;0
34;14;0;27;2;2;16;2;0;8.5;8.5;47.5;0.125;0;0.25;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.6875;7.1875;7.3125;6.875;6.4375;7.25;4.5625;6.8125;5.4375;2;21;0;8;0;0;0;4;2;2;0;0;0;1;6;2;0;7;7;6;6;7;4;4;5;4;7;7;6;9;10;7;7;7;7;6;5;30;5;30;15;15;5;0;0;0;0;0;0;20;20;25;20;5;10;7;7;7;7;8;0;0;0;0;0;0.125;4.5;4.6875;5.6875;4.5625;5.5625;2.8125;5.0625;4.625;1.75;2;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;30;0;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;4;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;15;0;29;2;2;16;17;0;8.5;8.5;47.5;0.3125;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.6875;7.3125;6.125;7.375;4.875;6.75;4.5625;5.8125;4.0625;2;25;0;2;0;0;0;2;9;7;0;0;0;1;6;3;0;7;9;7;9;8;8;8;5;6;9;7;9;8;8;7;7;8;3;7;8;20;23;23;22;7;5;0;0;0;0;0;0;40;10;15;15;10;10;8;9;9;9;7;0;0;0;0;0;0.5;6.4375;7.9375;8.1875;7.625;7.4375;7.6875;7.3125;7.4375;2;10;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;25;15;20;25;8;7;0;0;0;0;0;0;0;0;0;0;0;0;8;9;9;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;16;0;31;2;2;16;6;0;8.5;8.5;47.5;0.125;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.5;6.25;6.5625;6.6875;5.6875;6.6875;4.25;5.6875;5;2;26;0;2;0;0;0;2;7;8;0;0;0;2;5;2;0;4;6;1;4;6;7;7;7;1;3;9;1;9;6;6;7;5;1;6;8;20;25;20;15;15;5;0;0;0;0;0;0;40;5;10;30;5;10;8;7;8;8;6;0;0;0;0;0;0.1875;2.9375;3.5;4.6875;2.9375;4.9375;3;3.375;5.0625;1.75;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;40;10;20;20;5;5;0;0;0;0;0;0;0;0;0;0;0;0;8;7;7;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;17;0;33;2;2;16;11;0;8.5;8.5;47.5;0.125;0;0.625;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.1875;4.625;6.4375;6.9375;5.3125;6;3.75;5.3125;4.3125;1.8125;27;0;3;0;0;0;2;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;19;0;34;2;2;16;14;0;8.5;8.5;47.5;0.1875;0;0.125;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.4375;6.125;7.0625;7.25;7.125;6.75;4.875;6.375;4.8125;1.8125;23;0;1;0;0;0;1;8;1;0;0;0;1;4;3;0;1;7;2;7;10;2;2;7;4;7;2;8;8;10;10;10;10;2;2;12;50;10;20;10;10;0;0;0;0;0;0;0;70;5;5;15;0;5;8;2;7;8;8;0;0;0;0;0;0.25;5.6875;7.5;8.375;5.625;7.4375;4.125;5.8125;2.0625;1.8125;3;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;50;20;10;5;5;10;0;0;0;0;0;0;0;0;0;0;0;0;8;2;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;20;0;35;2;2;16;16;0;8.5;8.5;47.5;0.0625;0;0;25.4375;2.375;25.9375;20;22.5;18.4375;5.625;8.75;0.125;4.0625;6.875;6.4375;6.8125;5.8125;4.6875;5.6875;4.25;1.9375;24;0;1;0;0;0;3;6;4;0;0;0;5;6;4;0;1;3;2;4;10;10;8;7;1;5;10;9;9;10;9;9;10;1;2;5;20;20;20;15;15;10;0;0;0;0;0;0;55;5;10;15;5;10;6;9;6;8;7;0;0;0;0;0;0.5;5.25;6.5;8.0625;6.375;6.9375;1.6875;5.3125;3.625;1.8125;3;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;20;20;20;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;6;10;8;6;7;0;0;0;0;0;0;0;0;0;0;20;20;30;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;9;7;8;0;0;0;0;0
40;1;1;2;2;2;19;10;0;10;10.10526316;30;0;0;0.210526316;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.210526316;4.105263158;6.631578947;6.473684211;5.947368421;5.684210526;3.789473684;5.263157895;4.263157895;1.947368421;25;0;0;0;0;0;4;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;2;1;4;2;2;19;10;0;10;10.10526316;30;0;0;0.210526316;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0;3.684210526;6.473684211;6.315789474;3.578947368;6.631578947;2.684210526;4.421052632;3.631578947;2;30;0;1;0;0;0;4;1;1;0;0;0;2;6;5;0;1;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30;20;10;30;0;10;0;0;0;0;0;0;40;30;0;30;0;0;5;7;5;8;5;0;0;0;0;0;0.315789474;7.105263158;6.842105263;7.105263158;7.105263158;6.842105263;0.421052632;4.736842105;0.052631579;2;0;0;0;0;0;0;0;0;0;0;0;0;5;3;3;0;0;0;0;0;0;50;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;3;1;6;2;2;19;10;0;10;10.10526316;30;0;0;0.210526316;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.210526316;4.947368421;6.052631579;6.526315789;5.736842105;6.421052632;3.789473684;4.789473684;3.842105263;1.789473684;23;0;5;0;0;0;4;1;6;0;0;0;2;7;4;0;5;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20;25;20;15;10;10;0;0;0;0;0;0;25;10;10;30;5;20;6;9;6;8;4;0;0;0;0;0;0.210526316;5.368421053;8.421052632;8.105263158;6.684210526;7.684210526;1.421052632;5.631578947;3.684210526;2;1;0;0;0;0;0;0;0;0;0;0;0;8;3;3;0;0;0;0;0;0;30;30;10;15;10;5;0;0;0;0;0;0;0;0;0;0;0;0;7;9;8;6;6;0;0;0;0;0;0;0;0;0;0;15;30;15;15;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;8;7;6;0;0;0;0;0
43;4;1;8;2;2;19;10;0;10;10.10526316;30;0.052631579;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.157894737;4.263157895;6.368421053;6.947368421;4.631578947;6;3.315789474;4.842105263;3.842105263;1.842105263;24;0;8;0;0;0;2;1;1;0;0;0;6;6;3;0;2;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25;35;30;10;0;0;0;0;0;0;0;0;20;25;20;20;5;10;3;8;3;7;2;0;0;0;0;0;0.368421053;5;5.263157895;6.105263158;4.526315789;5.578947368;3;5.157894737;2.421052632;1.947368421;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;40;30;5;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;6;3;2;0;0;0;0;0;0;0;0;0;0;30;30;30;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;5;3;2;0;0;0;0;0
44;5;1;10;2;2;19;10;0;10;10.10526316;30;0.210526316;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.210526316;4.894736842;6.631578947;6.789473684;4.368421053;5.894736842;4.157894737;5;4.263157895;1.842105263;24;0;3;0;0;0;2;3;3;0;0;0;1;3;1;0;2;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25;15;25;25;15;15;0;0;0;0;0;0;50;5;15;20;5;5;7;9;8;9;9;0;0;0;0;0;1;7;6.526315789;6.789473684;6.157894737;6.578947368;6.157894737;7.368421053;6.473684211;1.947368421;3;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;60;5;10;10;5;10;0;0;0;0;0;0;0;0;0;0;0;0;6;9;8;7;9;0;0;0;0;0;1;0;0;0;0;20;15;20;15;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;8;9;0;0;0;0;0
45;6;1;12;2;2;19;10;0;10;10.10526316;30;0.210526316;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.210526316;5.210526316;6.210526316;6.894736842;3.578947368;6.526315789;3.842105263;5.052631579;3.684210526;2;28;0;8;0;0;0;2;6;6;0;0;0;2;6;3;0;7;9;7;3;6;8;6;6;7;6;6;7;6;7;6;6;6;3;7;7;25;15;25;15;0;20;0;0;0;0;0;0;20;20;20;10;10;20;7;8;6;8;7;0;0;0;0;0;0.894736842;7;6.894736842;6.894736842;6.578947368;6.526315789;6.105263158;6.842105263;6.789473684;2;9;0;0;0;0;0;0;0;0;0;0;0;7;3;3;0;0;0;0;0;0;25;25;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;7;8;8;6;7;0;0;0;0;0;0;0;0;0;0;30;20;20;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;10;5;7;0;0;0;0;0
46;7;1;14;2;2;19;10;0;10;10.10526316;30;0.210526316;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.473684211;7.631578947;6.789473684;7.315789474;6.421052632;5.631578947;4.736842105;6.368421053;4.578947368;2;26;0;8;0;0;0;2;2;3;0;0;0;2;6;2;0;7;10;7;5;6;7;7;8;3;7;7;4;4;6;5;6;2;7;7;8;20;35;20;10;10;5;0;0;0;0;0;0;20;20;20;25;5;10;7;8;5;7;7;0;0;0;0;0;0.473684211;7.157894737;7.736842105;7.684210526;7.789473684;7.789473684;7.526315789;6.263157895;5.578947368;1.842105263;4;0;0;0;0;0;0;0;0;0;0;0;8;3;2;0;0;0;0;0;0;75;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;8;7;7;8;7;0;0;0;0;0;1;0;0;0;0;70;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;7;7;0;0;0;0;0
47;8;1;16;2;2;19;10;0;10;10.10526316;30;0.052631579;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.052631579;4.052631579;5.842105263;6.473684211;5.631578947;5.947368421;4.368421053;5.263157895;4.368421053;1.947368421;30;0;8;0;0;0;2;2;2;0;100;0;1;6;1;0;2;6;7;2;8;7;6;3;7;4;7;4;5;8;8;7;2;1;8;6;20;20;25;25;5;5;0;0;0;0;0;0;25;20;20;15;15;5;8;7;9;9;3;0;0;0;0;0;0.842105263;5.315789474;5.789473684;6.263157895;5.210526316;6.052631579;4.368421053;5.736842105;5.210526316;1.894736842;5;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;30;20;20;20;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;7;7;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;9;1;18;2;2;19;10;0;10;10.10526316;30;0.052631579;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.421052632;6.736842105;6.263157895;5.894736842;6.789473684;5.631578947;4.842105263;6.157894737;4.473684211;2;22;0;12;0;0;0;2;9;2;0;0;0;1;5;2;0;6;3;1;6;7;7;8;1;5;8;4;6;10;10;6;8;6;2;6;5;30;15;25;25;5;0;0;0;0;0;0;0;30;15;25;25;5;0;7;9;6;7;6;0;0;0;0;0;0.263157895;5.842105263;7.105263158;6.631578947;5.842105263;3.105263158;3.736842105;5.631578947;4.263157895;2;2;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;40;10;0;40;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;8;7;7;6;0;0;0;0;0;1;0;0;0;0;30;10;10;30;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;9;6;0;0;0;0;0
49;10;1;20;2;2;19;10;0;10;10.10526316;30;0.315789474;0;0.210526316;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.421052632;6.315789474;6.684210526;7.105263158;6.684210526;6.684210526;5.315789474;6.421052632;4.947368421;1.894736842;25;0;8;0;0;0;4;1;3;0;0;0;1;3;2;0;7;10;7;5;7;6;7;2;8;7;9;5;5;6;5;8;2;7;6;4;20;20;20;20;5;15;0;0;0;0;0;0;30;15;15;15;15;10;7;10;10;10;8;0;0;0;0;0;0.736842105;7.473684211;7.631578947;7.526315789;6.736842105;6.947368421;3.842105263;7.105263158;4.947368421;2;4;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;30;15;15;25;5;10;0;0;0;0;0;0;0;0;0;0;0;0;7;6;8;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;11;1;22;2;2;19;10;0;10;10.10526316;30;0.210526316;0;0.105263158;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.578947368;6.315789474;6.578947368;7;7.631578947;7.263157895;4.947368421;6.473684211;5.105263158;1.894736842;27;0;1;0;0;0;1;4;4;0;0;0;6;6;2;0;1;10;10;3;8;5;3;4;3;10;5;6;8;10;7;10;6;2;5;7;35;10;20;15;10;10;0;0;0;0;0;0;60;10;5;5;10;10;8;9;9;10;8;0;0;0;0;0;0.473684211;5.473684211;2.473684211;2.421052632;2.684210526;1.736842105;0.842105263;6.473684211;6;1.789473684;5;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;75;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;7;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;12;1;24;2;2;19;10;0;10;10.10526316;30;0.052631579;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.263157895;5.368421053;4.631578947;6.473684211;4.210526316;5.789473684;3.894736842;4.368421053;3.263157895;1.842105263;23;0;1;0;0;0;2;5;10;0;0;0;1;5;3;0;1;6;6;7;3;4;3;6;5;4;5;7;1;6;1;2;2;1;3;2;25;10;35;15;0;15;0;0;0;0;0;0;25;5;15;20;30;5;6;8;2;10;2;0;0;0;0;0;0.263157895;5.210526316;6.105263158;6.684210526;4.315789474;4.684210526;3.421052632;5.421052632;4.578947368;1.842105263;1;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;40;5;10;5;10;30;0;0;0;0;0;0;0;0;0;0;0;0;6;9;10;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;13;1;26;2;2;19;10;0;10;10.10526316;30;0.052631579;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.210526316;3.631578947;5.947368421;6.421052632;4.842105263;6.105263158;4.315789474;5.105263158;4;1.842105263;21;0;1;0;0;0;2;10;9;0;0;0;1;4;1;0;1;8;5;3;6;3;4;3;3;3;3;7;4;6;3;5;4;2;5;1;15;20;15;30;5;15;0;0;0;0;0;0;10;15;20;20;25;10;5;8;6;8;7;0;0;0;0;0;0.421052632;6.210526316;6.736842105;6.894736842;6.210526316;6;5.105263158;5.631578947;2.947368421;1.842105263;2;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;30;20;10;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;5;7;8;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;14;1;28;2;2;19;10;0;10;10.10526316;30;0.052631579;0;0.578947368;24.42105263;2.421052632;21.26315789;15.42105263;22.84210526;14.10526316;12;9.105263158;0.473684211;6.526315789;6.263157895;6.894736842;5.315789474;6.894736842;4.631578947;5.842105263;4.263157895;1.894736842;28;0;4;0;0;0;2;2;2;0;0;0;2;6;2;0;4;8;4;3;10;9;8;8;4;4;9;5;7;9;9;9;7;3;6;9;40;15;20;10;5;10;0;0;0;0;0;0;30;15;20;15;10;10;8;9;8;8;8;0;0;0;0;0;0.421052632;7.157894737;8.157894737;8.263157895;7.526315789;8.105263158;6.578947368;7.157894737;6.842105263;2;8;0;0;0;0;0;0;0;0;0;0;0;8;3;3;0;0;0;0;0;0;55;10;10;15;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;9;8;8;8;0;0;0;0;0;1;0;0;0;0;35;5;20;20;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;8;0;0;0;0;0
