iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3
30;10;0;19;2;2;16;15;0;16;1;40;0;0.19;0;25;4;25;20;25;20;10;0;0;606;644;688;588;638;369;538;431;200;23;Law;1;0;0;0;2;2;4;Boston;1867;0;1;7;2;Lawyer;1;5;6;8;7;4;4;2;1;7;8;5;7;7;7;9;6;4;3;2;10;20;20;20;20;10;0;0;0;0;0;0;35;5;15;20;10;15;7;8;9;8;8;0;0;0;0;0;0;3;6;6;5;6;5;6;5;2;1;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;20;15;15;20;10;20;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;11;0;21;2;2;16;8;0;9;1;40;0;-0.19;0;25;4;25;20;25;20;10;0;0;788;725;744;650;713;400;700;469;181;24;law;1;0;0;0;2;4;8;Washington, DC;13413;36 485.00;1;4;3;law;1;3;3;7;10;7;7;7;2;6;6;8;8;8;6;7;10;6;5;4;35;10;20;20;10;5;0;0;0;0;0;0;40;10;10;25;5;10;8;8;9;8;9;0;0;0;0;0;0;4;6;6;6;6;4;5;4;2;3;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;50;5;5;25;5;10;0;0;0;0;0;0;0;0;0;0;0;0;8;6;8;8;8;0;0;0;0;0;0;1;0;0;0;35;5;20;20;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;8;8;9;0;0;0;0;0
32;12;0;23;2;2;16;18;0;2;1;40;0;-0.05;1;25;4;25;20;25;20;10;0;0;650;731;769;675;700;475;675;425;200;27;Psychology;3;0;0;0;4;1;1;new jersey;8820;0;1;4;2;Professor;2;4;1;5;9;5;5;1;2;4;9;6;6;7;5;8;10;9;3;0;50;0;50;0;0;0;0;0;0;0;0;0;95;0;0;5;0;0;7;5;9;9;7;0;0;0;0;0;0;4;8;7;9;0;6;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;75;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;9;9;9;0;0;0;0;0;0;0;0;0;0;50;0;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;10;8;9;0;0;0;0;0
33;13;0;25;2;2;16;19;0;3;1;40;0;-0.29;0;25;4;25;20;25;20;10;0;0;600;781;806;681;681;519;631;481;200;30;Educational Psychology;3;0;0;0;2;4;8;Michigan;48124;41 507.00;6;6;1;Clidren's TV;6;4;6;10;7;8;6;6;8;6;10;10;8;8;6;6;7;9;4;0;30;20;30;10;0;10;0;0;0;0;0;0;95;1;1;1;1;1;6;8;6;8;8;0;0;0;0;0;1;6;8;7;10;7;4;8;5;2;1;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;30;0;25;30;0;15;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;7;8;0;0;0;0;0;0;0;0;0;0;30;10;40;5;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;8;7;0;0;0;0;0
34;14;0;27;2;2;16;2;0;4;1;40;0;0.01;1;25;4;25;20;25;20;10;0;0;719;731;688;644;725;456;681;544;200;21;Applied Maths/Econs;8;0;0;0;4;2;2;SIngapore;807931;0;1;6;2;Banking;7;7;6;6;7;4;4;5;4;7;7;6;9;10;7;7;7;7;6;5;30;5;30;15;15;5;0;0;0;0;0;0;20;20;25;20;5;10;7;7;7;7;8;0;0;0;0;0;0;4;4;5;4;4;0;5;6;2;2;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;30;0;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;4;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;15;0;29;2;2;16;17;0;1;1;40;0;-0.25;0;25;4;25;20;25;20;10;0;0;731;613;738;488;675;456;581;406;200;25;Mathematics;2;0;0;0;2;9;7;Brazil;29055;17 134.00;1;6;3;Capital Markets;7;9;7;9;8;8;8;5;6;9;7;9;8;8;7;7;8;3;7;8;20;23;23;22;7;5;0;0;0;0;0;0;40;10;15;15;10;10;8;9;9;9;7;0;0;0;0;0;1;6;8;9;7;7;8;7;7;2;10;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;25;15;20;25;8;7;0;0;0;0;0;0;0;0;0;0;0;0;8;9;9;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;16;0;31;2;2;16;6;0;7;1;40;0;-0.04;0;25;4;25;20;25;20;10;0;0;625;656;669;569;669;425;569;500;200;26;Statistics;2;0;0;0;2;7;8;Brandeis University;8691;0;2;5;2;Biostatistics;4;6;1;4;6;7;7;7;1;3;9;1;9;6;6;7;5;1;6;8;20;25;20;15;15;5;0;0;0;0;0;0;40;5;10;30;5;10;8;7;8;8;6;0;0;0;0;0;0;2;5;2;3;1;3;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;40;10;20;20;5;5;0;0;0;0;0;0;0;0;0;0;0;0;8;7;7;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;17;0;33;2;2;16;11;0;12;1;40;0;0.13;0;25;4;25;20;25;20;10;0;0;463;644;694;531;600;375;531;431;181;27;Organizational Psychology;3;0;0;0;2;5;8;Cincinnati, OH;45213;30 038.00;2;6;2;Organizational Change Consultant;7;6;4;6;10;9;8;7;6;7;5;6;10;7;8;7;4;9;7;3;10;10;30;25;10;15;0;0;0;0;0;0;30;10;15;20;10;15;7;8;7;9;5;0;0;0;0;0;0;2;4;5;4;4;3;3;6;2;6;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;20;10;20;25;10;15;0;0;0;0;0;0;0;0;0;0;0;0;6;6;9;6;4;0;0;0;0;0;0;0;0;0;0;20;10;25;20;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;9;6;4;0;0;0;0;0
38;19;0;34;2;2;16;14;0;15;1;40;0;-0.15;0;25;4;25;20;25;20;10;0;0;613;706;725;713;675;488;638;481;181;23;Law;1;0;0;0;1;8;1;New York;10025;33 772.00;1;4;3;law;1;7;2;7;10;2;2;7;4;7;2;8;8;10;10;10;10;2;2;12;50;10;20;10;10;0;0;0;0;0;0;0;70;5;5;15;0;5;8;2;7;8;8;0;0;0;0;0;0;2;8;10;3;10;3;5;1;2;3;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;50;20;10;5;5;10;0;0;0;0;0;0;0;0;0;0;0;0;8;2;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;20;0;35;2;2;16;16;0;16;1;40;0;0.07;0;25;4;25;20;25;20;10;0;0;406;688;644;681;581;469;569;425;194;24;Law;1;0;0;0;3;6;4;Los Angeles;90026;24 997.00;5;6;4;lawyer;1;3;2;4;10;10;8;7;1;5;10;9;9;10;9;9;10;1;2;5;20;20;20;15;15;10;0;0;0;0;0;0;55;5;10;15;5;10;6;9;6;8;7;0;0;0;0;0;1;6;7;9;9;9;8;7;6;2;3;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;20;20;20;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;6;10;8;6;7;0;0;0;0;0;0;0;0;0;0;20;20;30;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;9;7;8;0;0;0;0;0
40;1;1;2;2;2;19;5;0;8;1;21;0;-0.23;1;21;4;12;18;20;16;16;18;0;411;663;647;595;568;379;526;426;195;25;Operations Research;0;0;0;0;4;9;6;SF Bay Area, CA;94043;42 096.00;2;7;7;tech professional;0;4;9;3;7;7;8;5;7;9;7;5;5;8;8;10;4;2;3;2;25;20;25;20;10;0;0;0;0;0;0;0;40;0;30;20;10;0;3;10;8;9;5;0;0;0;0;0;0;3;10;10;6;4;7;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;20;30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;8;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;2;1;4;2;2;19;5;0;10;1;21;0;-0.3;1;21;4;12;18;20;16;16;18;0;368;647;632;358;663;268;442;363;200;30;law;1;0;0;0;4;1;1;China;10027;0;2;6;5;law;1;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30;20;10;30;0;10;0;0;0;0;0;0;40;30;0;30;0;0;5;7;5;8;5;0;0;0;0;0;0;5;5;5;5;5;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;3;3;0;0;0;0;0;0;50;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;3;1;6;2;2;19;5;0;11;1;21;0;0.46;1;21;4;12;18;20;16;16;18;1;495;605;653;574;642;379;479;384;179;23;Mechanical Engineering;5;0;0;0;4;1;6;San Francisco(home)/Los Angeles(undergrad);94133;28 891.00;2;7;4;Engineer;5;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20;25;20;15;10;10;0;0;0;0;0;0;25;10;10;30;5;20;6;9;6;8;4;0;0;0;0;0;0;3;10;9;5;9;2;6;7;2;1;0;0;0;0;0;0;0;0;0;0;0;8;3;3;0;0;0;0;0;0;30;30;10;15;10;5;0;0;0;0;0;0;0;0;0;0;0;0;7;9;8;6;6;0;0;0;0;0;0;0;0;0;0;15;30;15;15;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;8;7;6;0;0;0;0;0
43;4;1;8;2;2;19;5;0;14;1;21;0;0.43;0;21;4;12;18;20;16;16;18;0;426;637;695;463;600;332;484;384;184;24;Economics;8;0;0;0;2;1;1;Spain;6700;0;6;6;3;Academic;2;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25;35;30;10;0;0;0;0;0;0;0;0;20;25;20;20;5;10;3;8;3;7;2;0;0;0;0;0;0;4;5;6;4;6;2;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;40;30;5;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;6;3;2;0;0;0;0;0;0;0;0;0;0;30;30;30;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;5;3;2;0;0;0;0;0
44;5;1;10;2;2;19;5;0;18;1;21;0;-0.4;0;21;4;12;18;20;16;16;18;0;489;663;679;437;589;416;500;426;184;24;Psychology;3;0;0;0;2;3;3;Israel;22442;0;1;3;1;academia;2;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25;15;25;25;15;15;0;0;0;0;0;0;50;5;15;20;5;5;7;9;8;9;9;0;0;0;0;0;1;6;7;8;6;7;7;8;8;2;3;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;60;5;10;10;5;10;0;0;0;0;0;0;0;0;0;0;0;0;6;9;8;7;9;0;0;0;0;0;1;0;0;0;0;20;15;20;15;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;8;9;0;0;0;0;0
45;6;1;12;2;2;19;5;0;3;1;21;0;0.01;0;21;4;12;18;20;16;16;18;0;521;621;689;358;653;384;505;368;200;28;Finance;8;0;0;0;2;6;6;Switzerland;10012;0;2;6;3;banker / academia;7;9;7;3;6;8;6;6;7;6;6;7;6;7;6;6;6;3;7;7;25;15;25;15;0;20;0;0;0;0;0;0;20;20;20;10;10;20;7;8;6;8;7;0;0;0;0;0;1;7;8;8;7;9;6;7;7;2;9;0;0;0;0;0;0;0;0;0;0;0;7;3;3;0;0;0;0;0;0;25;25;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;7;8;8;6;7;0;0;0;0;0;0;0;0;0;0;30;20;20;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;10;5;7;0;0;0;0;0
46;7;1;14;2;2;19;5;0;7;1;21;0;0.22;0;21;4;12;18;20;16;16;18;0;763;679;732;642;563;474;637;458;200;26;Finanace;8;0;0;0;2;2;3;Italy;21020;0;2;6;2;banker;7;10;7;5;6;7;7;8;3;7;7;4;4;6;5;6;2;7;7;8;20;35;20;10;10;5;0;0;0;0;0;0;20;20;20;25;5;10;7;8;5;7;7;0;0;0;0;0;0;6;7;10;8;9;8;8;6;2;4;0;0;0;0;0;0;0;0;0;0;0;8;3;2;0;0;0;0;0;0;75;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;8;7;7;8;7;0;0;0;0;0;1;0;0;0;0;70;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;7;7;0;0;0;0;0
47;8;1;16;2;2;19;5;0;15;1;21;0;-0.06;0;21;4;12;18;20;16;16;18;0;405;584;647;563;595;437;526;437;195;30;Finance&Economics;8;0;0;0;2;2;2;Italy;100;0;1;6;1;Academic;2;6;7;2;8;7;6;3;7;4;7;4;5;8;8;7;2;1;8;6;20;20;25;25;5;5;0;0;0;0;0;0;25;20;20;15;15;5;8;7;9;9;3;0;0;0;0;0;1;9;5;6;5;5;7;5;6;2;5;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;30;20;20;20;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;7;7;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;9;1;18;2;2;19;5;0;19;1;21;0;-0.08;0;21;4;12;18;20;16;16;18;0;674;626;589;679;563;484;616;447;200;22;Undergrad - GS;12;0;0;0;2;9;2;Israel;62996;0;1;5;2;Music production;6;3;1;6;7;7;8;1;5;8;4;6;10;10;6;8;6;2;6;5;30;15;25;25;5;0;0;0;0;0;0;0;30;15;25;25;5;0;7;9;6;7;6;0;0;0;0;0;0;3;8;5;5;8;3;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;40;10;0;40;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;8;7;7;6;0;0;0;0;0;1;0;0;0;0;30;10;10;30;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;9;6;0;0;0;0;0
49;10;1;20;2;2;19;5;0;4;1;21;0;0.28;1;21;4;12;18;20;16;16;18;1;632;668;711;668;668;532;642;495;189;25;Mathematical Finance;8;0;0;0;4;1;3;Philadelphia;19422;62 635.00;1;3;2;Entrepreneur;7;10;7;5;7;6;7;2;8;7;9;5;5;6;5;8;2;7;6;4;20;20;20;20;5;15;0;0;0;0;0;0;30;15;15;15;15;10;7;10;10;10;8;0;0;0;0;0;0;6;7;8;4;6;4;6;6;2;4;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;30;15;15;25;5;10;0;0;0;0;0;0;0;0;0;0;0;0;7;6;8;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;11;1;22;2;2;19;5;0;6;1;21;0;0.27;0;21;4;12;18;20;16;16;18;0;632;658;700;763;726;495;647;511;189;27;Law;1;0;0;0;1;4;4;Houston;77026;12 063.00;6;6;2;lawyer;1;10;10;3;8;5;3;4;3;10;5;6;8;10;7;10;6;2;5;7;35;10;20;15;10;10;0;0;0;0;0;0;60;10;5;5;10;10;8;9;9;10;8;0;0;0;0;0;0;5;8;8;0;0;0;7;7;2;5;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;75;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;7;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;12;1;24;2;2;19;5;0;16;1;21;0;0.44;0;21;4;12;18;20;16;16;18;0;537;463;647;421;579;389;437;326;184;23;Law;1;0;0;0;2;5;10;Philadelphia;19151;29 809.00;1;5;3;Law;1;6;6;7;3;4;3;6;5;4;5;7;1;6;1;2;2;1;3;2;25;10;35;15;0;15;0;0;0;0;0;0;25;5;15;20;30;5;6;8;2;10;2;0;0;0;0;0;0;2;8;8;3;2;2;5;3;2;1;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;40;5;10;5;10;30;0;0;0;0;0;0;0;0;0;0;0;0;6;9;10;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;13;1;26;2;2;19;5;0;17;1;21;0;0.62;0;21;4;12;18;20;16;16;18;0;363;595;642;484;611;432;511;400;184;21;Law;1;0;0;0;2;10;9;Brooklyn;11204;26 482.00;1;4;1;Intellectual Property Attorney;1;8;5;3;6;3;4;3;3;3;3;7;4;6;3;5;4;2;5;1;15;20;15;30;5;15;0;0;0;0;0;0;10;15;20;20;25;10;5;8;6;8;7;0;0;0;0;0;0;6;6;8;6;7;6;6;3;2;2;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;30;20;10;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;5;7;8;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;14;1;28;2;2;19;5;0;12;1;21;0;-0.08;0;21;4;12;18;20;16;16;18;0;653;626;689;532;689;463;584;426;189;28;Medicine;4;0;0;0;2;2;2;Boston;8071;0;2;6;2;Medicine;4;8;4;3;10;9;8;8;4;4;9;5;7;9;9;9;7;3;6;9;40;15;20;10;5;10;0;0;0;0;0;0;30;15;20;15;10;10;8;9;8;8;8;0;0;0;0;0;0;6;8;8;7;7;6;7;7;2;8;0;0;0;0;0;0;0;0;0;0;0;8;3;3;0;0;0;0;0;0;55;10;10;15;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;9;8;8;8;0;0;0;0;0;1;0;0;0;0;35;5;20;20;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;8;0;0;0;0;0
54;15;1;30;2;2;19;5;0;13;1;21;0;-0.2;0;21;4;12;18;20;16;16;18;0;442;632;605;484;647;474;500;389;168;28;MBA;8;0;0;0;2;1;1;New York;13827;30 147.00;5;5;1;consulting;7;5;2;2;8;7;8;8;1;3;7;1;8;6;9;9;1;3;7;5;40;20;20;20;0;0;0;0;0;0;0;0;20;30;10;20;10;10;8;9;8;8;8;0;0;0;0;0;0;5;7;7;7;7;5;5;5;2;2;0;0;0;0;0;0;0;0;0;0;0;7;3;2;0;0;0;0;0;0;40;25;20;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;8;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;16;1;32;2;2;19;5;0;1;1;21;0;0.39;0;21;4;12;18;20;16;16;18;0;621;705;700;674;642;500;589;458;179;23;LAW;1;0;0;0;1;1;1;California;91730;39 919.00;6;4;2;LAWYER;1;10;8;4;5;5;4;1;6;10;9;7;5;10;7;10;5;1;7;5;20;25;25;10;10;10;0;0;0;0;0;0;20;20;20;10;20;10;6;10;10;9;10;0;0;0;0;0;0;5;8;10;7;9;5;6;6;2;2;0;0;0;0;0;0;0;0;0;0;0;8;1;3;0;0;0;0;0;0;20;20;20;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;6;10;9;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;1;0;1;1;3;10;5;0;7;1;66;0;0.26;0;29;3;20;25;15;15;53;20;1;750;680;650;690;700;440;640;370;200;23;social work;11;0;0;0;2;10;9;Florida;33496;41 466.00;1;3;1;social worker;9;2;1;10;10;5;5;2;1;7;6;8;8;7;6;9;10;4;3;15;17;18;18;15;17;15;0;0;0;0;0;0;32;10;12;27;7;12;10;10;9;8;5;0;0;0;0;0;0;2;6;2;3;2;3;2;5;2;3;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;20;15;15;15;20;15;0;0;0;0;0;0;0;0;0;0;0;0;9;9;7;9;7;0;0;0;0;0;0;2;0;0;0;15;18;18;17;18;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;8;9;7;0;0;0;0;0
57;2;0;3;1;3;10;4;0;6;1;66;0;0.23;0;29;3;20;25;15;15;53;20;0;530;770;690;590;570;420;560;320;200;22;Social Work;11;0;0;0;2;10;10;New Jersey;7045;0;3;5;2;Social Worker;9;4;4;5;9;9;9;9;1;5;9;9;9;9;9;9;9;9;9;12;10;20;20;20;15;15;0;0;0;0;0;0;10;20;20;20;20;10;6;10;10;9;10;0;0;0;0;0;0;8;7;7;7;7;7;8;7;2;3;0;0;0;0;0;0;0;0;0;0;0;4;3;3;0;0;0;0;0;0;10;20;20;15;20;10;0;0;0;0;0;0;0;0;0;0;0;0;5;9;9;10;9;0;0;0;0;0;0;0;0;0;0;10;15;25;25;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;9;10;9;0;0;0;0;0
58;3;0;5;1;3;10;7;0;9;1;66;0;0;0;29;3;20;25;15;15;53;20;1;530;630;570;510;570;530;500;300;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;9;8;8;5;5;9;2;5;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;15;15;30;30;1;9;0;0;0;0;0;0;0;0;0;0;0;0;9;8;8;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;4;0;7;1;3;10;8;0;10;1;66;0;0;0;29;3;20;25;15;15;53;20;0;270;290;260;150;120;150;170;80;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;5;0;9;1;3;10;6;0;8;1;66;1;0.16;0;29;3;20;25;15;15;53;20;1;480;700;640;650;600;420;480;400;200;29;psychology;3;0;0;0;6;3;10;New Jersey;7747;0;4;6;2;comedienne;6;3;1;9;9;5;5;3;1;5;5;2;10;7;6;9;5;5;4;10;5;20;25;15;15;20;0;0;0;0;0;0;60;10;10;10;5;5;7;9;9;9;9;0;0;0;0;0;1;9;10;10;5;0;0;8;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;6;0;11;1;3;10;9;0;1;1;66;0;0.39;0;29;3;20;25;15;15;53;20;0;390;710;680;530;570;430;500;390;180;28;German Literature;7;0;0;0;2;1;5;Tuscaloosa, Alabama;35404;23 988.00;1;5;2;Academic;2;1;1;5;10;10;10;5;1;5;10;6;10;10;8;10;8;7;5;5;15;15;20;15;15;20;0;0;0;0;0;0;40;12;12;12;12;12;7;10;7;10;7;0;0;0;0;0;0;5;8;7;8;8;3;5;4;2;1;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;10;20;25;10;10;25;0;0;0;0;0;0;0;0;0;0;0;0;7;7;9;7;7;0;0;0;0;0;0;1;1;0;0;0;20;25;15;15;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;8;8;7;0;0;0;0;0
